judul,sumber,penulis,deskripsi,url,tanggal,konten,keyword,metode
Kekerasan Seksual Tersembunyi di Ruang-Ruang Kampus - Voice of America Indonesia,Google News,,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxQNlFTalo5Vm03OTNWcDlPQ1poWDZwMHpKV3VubXkwN2pRNldkSUY5Qk5PNnJEX2REa2pfNjQzbGl0Ulc4UFJjbUNiS1hNNzk2c3VaYlZEdlhvN25WTE9NZldVRVctRG9BY1ZBRkg5SDY4N2xFakhyZGNZN2NlNGkxdmNUNTVYLXdkQnFPZkZ3TWdEWlh6dXQ5TXpWYXPSAZ8BQVVfeXFMUDdtSWlOcVNFOWxEa2ZZZzRrWnpXRHV0LUFQdS1Cc2Q5TkhNUHFrLXNjT2RtU1RybUZTWWpSSWFJOVh6TGlaNUJKZ1B6N1RVV3p4blNRSWhURlZvVVF2UTdkM0ZqOX",https://news.google.com/rss/articles/CBMinAFBVV95cUxQNlFTalo5Vm03OTNWcDlPQ1poWDZwMHpKV3VubXkwN2pRNldkSUY5Qk5PNnJEX2REa2pfNjQzbGl0Ulc4UFJjbUNiS1hNNzk2c3VaYlZEdlhvN25WTE9NZldVRVctRG9BY1ZBRkg5SDY4N2xFakhyZGNZN2NlNGkxdmNUNTVYLXdkQnFPZkZ3TWdEWlh6dXQ5TXpWYXPSAZ8BQVVfeXFMUDdtSWlOcVNFOWxEa2ZZZzRrWnpXRHV0LUFQdS1Cc2Q5TkhNUHFrLXNjT2RtU1RybUZTWWpSSWFJOVh6TGlaNUJKZ1B6N1RVV3p4blNRSWhURlZvVVF2UTdkM0ZqOXBsbmt1SEhTS1RqM1N6NVNhTGJsUTRPUVNHNVN5LVM5MkJBSEFCY01WUUhyTlJ1TVpNZUF6Ym5PcXBv?oc=5,2022-01-12 08:00:00,,statistik kekerasan seksual universitas,RSS
Jumlah pelapor kekerasan seksual di kampus meningkat - ANTARA News Bengkulu,Google News,,"<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxOMnJ1TE9sd1FuNjJKdlRsT0FnbHZUQUhRbUlUdU5MQjI2QmhvbDV1MUhmMDVaa1o4RVA5Q21uTmZ0LWl3MUVjakxiRGxDQjVYUlJGNmtBZzhnWU9lRHVzSWhKSlh0OVI3SHlObGhHNUM2SFJHVkxMUUM3NDI3Qi1EaklFMzZHUXB1bXNKWms3V1FITmphNVREQkN1SXNTMkXSAaQBQVVfeXFMUGVTMWpOYmJxVnJMbGxOMFlvUDZyaER0dlI5UHotZ0QzTXZXWDh6dXJsSzVFRnlFZWlKR1E4Y3VmcWswZGhJNkFiNmFDMHd1em9hRjNHRXZwMzNhUE1UVFBWTF",https://news.google.com/rss/articles/CBMinwFBVV95cUxOMnJ1TE9sd1FuNjJKdlRsT0FnbHZUQUhRbUlUdU5MQjI2QmhvbDV1MUhmMDVaa1o4RVA5Q21uTmZ0LWl3MUVjakxiRGxDQjVYUlJGNmtBZzhnWU9lRHVzSWhKSlh0OVI3SHlObGhHNUM2SFJHVkxMUUM3NDI3Qi1EaklFMzZHUXB1bXNKWms3V1FITmphNVREQkN1SXNTMkXSAaQBQVVfeXFMUGVTMWpOYmJxVnJMbGxOMFlvUDZyaER0dlI5UHotZ0QzTXZXWDh6dXJsSzVFRnlFZWlKR1E4Y3VmcWswZGhJNkFiNmFDMHd1em9hRjNHRXZwMzNhUE1UVFBWTFY1aUFkbUFiMUtYX0JnSl9CTTNkb0FydDBrODBWcHNJVkJiMEY2U1ZqOGtUd0FMd01sd21EWTdqWkJkbnp1X3NDUzE?oc=5,2022-01-06 08:00:00,,peningkatan kekerasan seksual kampus,RSS
"Gadis 17 tahun bunuh diri setelah fotonya dicatut dan jadi korban pemerasan, dua orang di Mesir ditangkap - BBC",Google News,,"<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTE5jb3VGUEU2dTNub0hpaFJSbExNbWFUMmNYZDV6MlRXVmFfLVJBcHhhMHhpZFJsTWlUYlBTQW5sZXVDa2ZzVUhoNlNsc1U0ZHpDTmt2UUcxOUVrd9IBX0FVX3lxTE1zTjJfRVZMcmNXY1l4S1FiUVBWUkJ6LWJRdDlibmllS1ZoUjhnMko0c1JwNmZBdW9LVmRfLXkyd3lwelV0SUZscWNkbHZqalZsbE5xWTRRek1Ic08xSUNn?oc=5"" target=""_blank"">Gadis 17 tahun bunuh diri setelah fotonya dicatut dan jadi korban pemerasan",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5jb3VGUEU2dTNub0hpaFJSbExNbWFUMmNYZDV6MlRXVmFfLVJBcHhhMHhpZFJsTWlUYlBTQW5sZXVDa2ZzVUhoNlNsc1U0ZHpDTmt2UUcxOUVrd9IBX0FVX3lxTE1zTjJfRVZMcmNXY1l4S1FiUVBWUkJ6LWJRdDlibmllS1ZoUjhnMko0c1JwNmZBdW9LVmRfLXkyd3lwelV0SUZscWNkbHZqalZsbE5xWTRRek1Ic08xSUNn?oc=5,2022-01-05 08:00:00,,lonjakan pelecehan seksual mahasiswa,RSS
"UMY investigasi kasus dugaan pelecehan seksual terhadap mahasiswi, usut tuntas - ANTARA News",Google News,,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxNdlZaM1N3UzVZb0lna1dBX0U0QXROaUFwWFp4cy15V19QczJPUll1ZzJvTGc1enBmT214VTdtYTVJVlFfWGtsQTkxaEwxR2lTUUVGUDRVamFySHEtTUpNVjI3MHFyQmdtNnNQVUMxRmpsVG9uT2VlZFJNX0xWeHpHQm92c2twSVdsejJfUGRKbzNpVXJ4ajg4Y1c3NV9SNGxJZTJHVnN6RFVieWtzeEpLMTZra1RKdF8yLXZjQQ?oc=5"" target=""_blank"">UMY investigasi kasus dugaan pelecehan seksual terhadap mahasiswi, usut t",https://news.google.com/rss/articles/CBMivAFBVV95cUxNdlZaM1N3UzVZb0lna1dBX0U0QXROaUFwWFp4cy15V19QczJPUll1ZzJvTGc1enBmT214VTdtYTVJVlFfWGtsQTkxaEwxR2lTUUVGUDRVamFySHEtTUpNVjI3MHFyQmdtNnNQVUMxRmpsVG9uT2VlZFJNX0xWeHpHQm92c2twSVdsejJfUGRKbzNpVXJ4ajg4Y1c3NV9SNGxJZTJHVnN6RFVieWtzeEpLMTZra1RKdF8yLXZjQQ?oc=5,2022-01-04 08:00:00,,lonjakan pelecehan seksual mahasiswa,RSS
Nurani Perempuan Catat Sepanjang 2021 Angka KDRT dan Kekerasan Seksual di Padang Meningkat - Haluan Padang - Haluan Padang,Google News,,"<a href=""https://news.google.com/rss/articles/CBMi3wFBVV95cUxQX2RfejJTM1N6SFhsVkg2eVFxTFI3dzU3SG0yazU2cjFHVnc1bmduR29Rc29uM3hLQ255VlBWNFBMRmFmbjM5bXVsa1hTQ3JnYVYta2swSmMzVkJvakQ1RlNJSDFoXzlNcnBmeW9aY1JxTzJqOXNUQ2RZZ0cwSmVnQk1QbERkbk1CZGZCZmlUWnA2X0M4VTQ2b09WZzEzdzNGOU54RzBSODJQenYxQzNwNGhZUkpOTFUtMkpYUjJTZ2tTdlctVDVnU1dDTkVwTkFyeFp2eTBka2FNS0picGZr0gHkAUFVX3lxTE4yd1Y3T2NRckRPOGgyQU00TjFZdGRLdDlkRk",https://news.google.com/rss/articles/CBMi3wFBVV95cUxQX2RfejJTM1N6SFhsVkg2eVFxTFI3dzU3SG0yazU2cjFHVnc1bmduR29Rc29uM3hLQ255VlBWNFBMRmFmbjM5bXVsa1hTQ3JnYVYta2swSmMzVkJvakQ1RlNJSDFoXzlNcnBmeW9aY1JxTzJqOXNUQ2RZZ0cwSmVnQk1QbERkbk1CZGZCZmlUWnA2X0M4VTQ2b09WZzEzdzNGOU54RzBSODJQenYxQzNwNGhZUkpOTFUtMkpYUjJTZ2tTdlctVDVnU1dDTkVwTkFyeFp2eTBka2FNS0picGZr0gHkAUFVX3lxTE4yd1Y3T2NRckRPOGgyQU00TjFZdGRLdDlkRkVwYkQ4WlUwckVySm1fbHFvbTIxM1M0VHpKN2JjaU1ycERsQVlQekluOE1FZXpKejZvNG02b0RtbkZMTnp5UHNvMTV3bGZ3QV9HbF9IOGt5cV9KRkNtbTIxS0dpY1Q5NV81UmxGVHNUYWt1eEVVQWtTYkdKY2t0Yjd4WlRxdk8wUUZSM3UyLTNBemFHYVZBMlpPZ2ZVTDdHMTRCcEFyNEpoeFViVmpJM3BNNzY0YkRnRU9YczFsMm1ZZFU4SzZMdGliQQ?oc=5,2022-01-04 08:00:00,,kasus kekerasan seksual meningkat kampus,RSS
"Kasus bunuh diri mahasiswa di AS, kekasihnya mengaku bersalah dan dihukum pengadilan - BBC",Google News,,"<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTE5aa2JzMWU4UlFmNnJ2YURoU3phdllueHMtSTktMFRIV2o2YTBKbjYwdFpMbTdpRGlXVG56ZGtoelE3SmhoZTVtOXJ1M1pxUUdzWFNVYlBES0YyZ9IBX0FVX3lxTE51NWxfdTIwaTRWV3pSQS1wSFE4VDZzSElRVldJOE02SjBqSTZvWVdJdnhoZ19STnl2Y0hSaWh3UVRqUGdTM2s1M1hfZGNzeGhudTMwTS1aT09uWmM2d3A0?oc=5"" target=""_blank"">Kasus bunuh diri mahasiswa di AS, kekasihnya mengaku bersalah dan dihukum p",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5aa2JzMWU4UlFmNnJ2YURoU3phdllueHMtSTktMFRIV2o2YTBKbjYwdFpMbTdpRGlXVG56ZGtoelE3SmhoZTVtOXJ1M1pxUUdzWFNVYlBES0YyZ9IBX0FVX3lxTE51NWxfdTIwaTRWV3pSQS1wSFE4VDZzSElRVldJOE02SjBqSTZvWVdJdnhoZ19STnl2Y0hSaWh3UVRqUGdTM2s1M1hfZGNzeGhudTMwTS1aT09uWmM2d3A0?oc=5,2021-12-24 08:00:00,,lonjakan pelecehan seksual mahasiswa,RSS
Data Korban Kekerasan Terhadap Perempuan di Indonesia 2020 Ber... - BandungBergerak.id,Google News,,"<a href=""https://news.google.com/rss/articles/CBMilAJBVV95cUxQeHFjXzdPM0VJNTVpRUpTTXRKUXRfbG9DeE14S0xEdk9FZ20yTlplck1hZzNFN2o4QWdZY1huX2hmNS1VRGFfYkVHVUJXeVl3aHMwNnlad21pd2taOC1XWHV5ci0zUDBwYUdtSVBMZHlEUVFFVDh5amJwLVBWWDhoV1NOb05wUTA1Y3ptVlFnTnMxazdWNENvNTdJX0tvc25kN0hzMVU1Ni1SZEVjc29vYW5jT2s4bzVfZnVSWHhIODlTX1lhbmN6VTdubTNlcFN0MlcxVVZUeEdCWW5fWFljdEZYR0tBZjktbE5tejVjS1M2S055QnBDNlFudnZnZTZLV0Vlck",https://news.google.com/rss/articles/CBMilAJBVV95cUxQeHFjXzdPM0VJNTVpRUpTTXRKUXRfbG9DeE14S0xEdk9FZ20yTlplck1hZzNFN2o4QWdZY1huX2hmNS1VRGFfYkVHVUJXeVl3aHMwNnlad21pd2taOC1XWHV5ci0zUDBwYUdtSVBMZHlEUVFFVDh5amJwLVBWWDhoV1NOb05wUTA1Y3ptVlFnTnMxazdWNENvNTdJX0tvc25kN0hzMVU1Ni1SZEVjc29vYW5jT2s4bzVfZnVSWHhIODlTX1lhbmN6VTdubTNlcFN0MlcxVVZUeEdCWW5fWFljdEZYR0tBZjktbE5tejVjS1M2S055QnBDNlFudnZnZTZLV0VlckhXLUNib2liSW1kY1NsMmI?oc=5,2021-12-14 08:00:00,,statistik kekerasan seksual universitas,RSS
"Marak Kasus Dugaan Pelecehan Seksual di Kampus, Komnas Perempuan: Fenomena Gunung Es - Voice of America Indonesia",Google News,,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxOLXpLR2FVTFJLUkYyaHNsWjNrUWxIcGdwd1hJLS1YWFNnNnl2TXYzcUJuUzJhbk9nSzl4cm92cE1OZnFJdGtsT1BhWHUtQkM5Vmc5OHNCZFprSW5UbUk2blp1a1JDS0hlTHE0b2k5enZxcjYyWjJjb2kyQlA5SC1Td3g0eHp3X1VfZWNoUVBxaHY4Nm5lVjI5MGlINXFXMkVUQWN1ZmpXRzJXYVMzZFJacjhTdjVlazN4bmN3dEZGamFYR2tj0gHHAUFVX3lxTE94SGNGSXBGbExnaHcwdEtzYTNvWTJSd2oyOUI4TnlCb1lrZWVfM01kMUJUaXl4WXM0cjBZdm",https://news.google.com/rss/articles/CBMixAFBVV95cUxOLXpLR2FVTFJLUkYyaHNsWjNrUWxIcGdwd1hJLS1YWFNnNnl2TXYzcUJuUzJhbk9nSzl4cm92cE1OZnFJdGtsT1BhWHUtQkM5Vmc5OHNCZFprSW5UbUk2blp1a1JDS0hlTHE0b2k5enZxcjYyWjJjb2kyQlA5SC1Td3g0eHp3X1VfZWNoUVBxaHY4Nm5lVjI5MGlINXFXMkVUQWN1ZmpXRzJXYVMzZFJacjhTdjVlazN4bmN3dEZGamFYR2tj0gHHAUFVX3lxTE94SGNGSXBGbExnaHcwdEtzYTNvWTJSd2oyOUI4TnlCb1lrZWVfM01kMUJUaXl4WXM0cjBZdm5KVDhITHY5NDVPNUdSbHVXU3BtYVNuOTJaWUJMRGRoa0tVYjduS1BTNEs5SU5XemttT1RHTUk3d3BKRDdHUkRsc2h5Yk81bWZOZlJlejI4bDRzYlpod1BFOTFvWkYzS3J2YlR5ak1BamsxSl9MaG0tWFpTYWZYeEtvWTV1Qm5xY25lYy1vajNseHc?oc=5,2021-12-13 08:00:00,,statistik kekerasan seksual universitas,RSS
Kasus Pelecehan Seksual Terhadap Mahasiswi Terus Bertambah - DW.com,Google News,,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxNM2h4RkRkcmYyTjVXZHY0MXlibE1oamR0MGgwdjQyS2FGUHQ3VXBNLS11N0Z1YTFmSzNuNDNBS0RpVThUSTBGYmF5QUhHWndDSTU4WXRkY00xc1ptdFp3RENzamZZaXRfRTk0VHY1T2RxSUZkNVFTSmtpMTd2SmxIb21LaVhuNnN4SmRYcGN2MmVMdXlKdFHSAZYBQVVfeXFMUEFoWExERHc0OFZoWHR5MjlFeWlqVWxGSmZrOUoxU3JLLW9tTGNTY0JPRkpHWDNyN2YwWlRjbUU2Q25uZU1yQy1Sam1kQVptdjRzcjVIRzBGMWtTSld4cnl4TmJpQ3Z4NVFoM0",https://news.google.com/rss/articles/CBMilgFBVV95cUxNM2h4RkRkcmYyTjVXZHY0MXlibE1oamR0MGgwdjQyS2FGUHQ3VXBNLS11N0Z1YTFmSzNuNDNBS0RpVThUSTBGYmF5QUhHWndDSTU4WXRkY00xc1ptdFp3RENzamZZaXRfRTk0VHY1T2RxSUZkNVFTSmtpMTd2SmxIb21LaVhuNnN4SmRYcGN2MmVMdXlKdFHSAZYBQVVfeXFMUEFoWExERHc0OFZoWHR5MjlFeWlqVWxGSmZrOUoxU3JLLW9tTGNTY0JPRkpHWDNyN2YwWlRjbUU2Q25uZU1yQy1Sam1kQVptdjRzcjVIRzBGMWtTSld4cnl4TmJpQ3Z4NVFoM0l4dHlGdWVGRHJ5VElNQ3dMVXFOWjJYc01HRFpja1RzRzVZb1BsYVdWRGJB?oc=5,2021-12-11 08:00:00,,kasus kekerasan seksual meningkat kampus,RSS
"Data Komnas Perempuan, Pesantren Urutan Kedua Lingkungan Pendidikan dengan Kasus Kekerasan Seksual - Kompas.com",Google News,,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxQOFk4bWJlbk5xb2pTNW5tbFFtNEVuLVhEZ3BVdlREczVyaGtmdG9sTXhvenVOZFRRd1p5anZKd1pJX0F2LUE1dnRTSEY0NER2dzRnNFRFOUJ1V3IzVFp2Qk8xc0xOb3Ayb2FPUzlJbHFOdk9lVHhwbU5taEYwZk5zM3dnbG0yTGppNExfUFBTU1E0WllxUFQ4U1k0SjluODhCNzlrbTVPdFpFRXVoNGttZ09Fa3cteENDSVk0TzhIM0xqYm9M?oc=5"" target=""_blank"">Data Komnas Perempuan, Pesantren Urutan Kedua Lingkungan Pendid",https://news.google.com/rss/articles/CBMixAFBVV95cUxQOFk4bWJlbk5xb2pTNW5tbFFtNEVuLVhEZ3BVdlREczVyaGtmdG9sTXhvenVOZFRRd1p5anZKd1pJX0F2LUE1dnRTSEY0NER2dzRnNFRFOUJ1V3IzVFp2Qk8xc0xOb3Ayb2FPUzlJbHFOdk9lVHhwbU5taEYwZk5zM3dnbG0yTGppNExfUFBTU1E0WllxUFQ4U1k0SjluODhCNzlrbTVPdFpFRXVoNGttZ09Fa3cteENDSVk0TzhIM0xqYm9M?oc=5,2021-12-10 08:00:00,,statistik kekerasan seksual universitas,RSS
Ketika Influencer Produk Kecantikan Dapat Pelecehan Seksual di Media Sosial - merahputih.com,Google News,,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxQTkRicW95VHBzRzZNakZrQTFtSHZVazhXWlFPbk9sOV9KMXd4ZHVzc3lZdGh2Y0hNMU9rWUNmQ1p5dUtvRl9Cdmo4ZWNlU3N6NDlkZmZtMG92TEFsZl8weHY5TW9QLXlzbnhMY1lORG1PMXRNY2RVbTVNc3FNQXpUVmY0aUR0dk05cUxrSmtZUlZHNmpmSDAtRTNSRjFiTFViT0tGNWJyT28xQzZ2UDVWZ2F30gGwAUFVX3lxTFBFZDBMX0xFUjNuanhacm1tU2dLVjNCUkloNlhrZjR3T1c0SE9BTC0yMC04QkhrRFFpZms4M1N0WkJWRVZTLVRqNzdHSUFTTz",https://news.google.com/rss/articles/CBMisgFBVV95cUxQTkRicW95VHBzRzZNakZrQTFtSHZVazhXWlFPbk9sOV9KMXd4ZHVzc3lZdGh2Y0hNMU9rWUNmQ1p5dUtvRl9Cdmo4ZWNlU3N6NDlkZmZtMG92TEFsZl8weHY5TW9QLXlzbnhMY1lORG1PMXRNY2RVbTVNc3FNQXpUVmY0aUR0dk05cUxrSmtZUlZHNmpmSDAtRTNSRjFiTFViT0tGNWJyT28xQzZ2UDVWZ2F30gGwAUFVX3lxTFBFZDBMX0xFUjNuanhacm1tU2dLVjNCUkloNlhrZjR3T1c0SE9BTC0yMC04QkhrRFFpZms4M1N0WkJWRVZTLVRqNzdHSUFTTzJOZXVLMnZrN0NFeWk3T3N3YlBLN2xtcDVhejdGTXhKZnpqQ0x2T3ZDZ2ZoVXJEM0o0X3JlNWp6ekFUQ0lGbHB1R21ETFF1M1RwWmRQMXdhN1B5SThsRFNvclZKZktVeU8z?oc=5,2021-12-09 08:00:00,,catatan tahunan kekerasan seksual kampus,RSS
"UNESA Adakan Webinar Permendikbud-Ristek PPKS, Begini Kata Pakar - Universitas Negeri Surabaya",Google News,,"<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxPSER2bnFVWEppTWx5TnZuUEg1WkFweGJQeHFVUm1EMW5XckhLZDB0ZWMzMkdGZEhEU3lDbEpuNFY5a3RzWXlYXzNPVWFkRGtxTUNJOXlQWnkxeVd0LUloWXBIaldRX0QyR1ZqWExUUmEyd1U2YmJfcUQ2aEY5QjNvWVBKSDJETUlOdV9tR1RrUHk?oc=5"" target=""_blank"">UNESA Adakan Webinar Permendikbud-Ristek PPKS, Begini Kata Pakar</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Universitas Negeri Surabaya</f",https://news.google.com/rss/articles/CBMikAFBVV95cUxPSER2bnFVWEppTWx5TnZuUEg1WkFweGJQeHFVUm1EMW5XckhLZDB0ZWMzMkdGZEhEU3lDbEpuNFY5a3RzWXlYXzNPVWFkRGtxTUNJOXlQWnkxeVd0LUloWXBIaldRX0QyR1ZqWExUUmEyd1U2YmJfcUQ2aEY5QjNvWVBKSDJETUlOdV9tR1RrUHk?oc=5,2021-12-08 08:00:00,,kasus kekerasan seksual meningkat kampus,RSS
Kampus Aman Tanpa Kekerasan Seksual - Universitas Katolik Parahyangan,Google News,,"<a href=""https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5UYjExdGlzSDAzMlFkbW53MVQxMXEzdVlJVl9xbzZ2ODdXcVJjd08yaWFwbW5IaGM3azBxc3BMVVFCamowbmlzQjA0aHcwQ2N4OUl0ejJZOVdyTnpmWDhCaHZKSWhiM0k?oc=5"" target=""_blank"">Kampus Aman Tanpa Kekerasan Seksual</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Universitas Katolik Parahyangan</font>",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5UYjExdGlzSDAzMlFkbW53MVQxMXEzdVlJVl9xbzZ2ODdXcVJjd08yaWFwbW5IaGM3azBxc3BMVVFCamowbmlzQjA0aHcwQ2N4OUl0ejJZOVdyTnpmWDhCaHZKSWhiM0k?oc=5,2021-11-30 08:00:00,,statistik kekerasan seksual universitas,RSS
Pelaku Kekerasan Seksual Ranah Komunitas pada 2020 Sebagian Besar Kalangan Teman - Tempo.co,Google News,,"<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxQZzhxVUhJN05yX1VXNk5GVmlaZ1Y2Ry1YcDYyMmhRbFRuakFRVGFyTTE3dF95WFl1elV3aU9zN2RGOTZvNUJveGcyWmxQY2ozNTRzb3d0LTJFcFh5Q0JkMEsyUjRzVzdCYkFvQTlGcjF2bjJSUFQxR0VrSVNYWTZ1bUQzVTd4bEJnT1VDUzhRSlhoZG12ZEExNVZaM0tsR25adHhQajhZVW5MaGhvVjcyZmhNTmR6YllKdVE?oc=5"" target=""_blank"">Pelaku Kekerasan Seksual Ranah Komunitas pada 2020 Sebagian Besar Kalangan T",https://news.google.com/rss/articles/CBMiugFBVV95cUxQZzhxVUhJN05yX1VXNk5GVmlaZ1Y2Ry1YcDYyMmhRbFRuakFRVGFyTTE3dF95WFl1elV3aU9zN2RGOTZvNUJveGcyWmxQY2ozNTRzb3d0LTJFcFh5Q0JkMEsyUjRzVzdCYkFvQTlGcjF2bjJSUFQxR0VrSVNYWTZ1bUQzVTd4bEJnT1VDUzhRSlhoZG12ZEExNVZaM0tsR25adHhQajhZVW5MaGhvVjcyZmhNTmR6YllKdVE?oc=5,2021-11-24 08:00:00,,catatan tahunan kekerasan seksual kampus,RSS
Rektor Kritik Data Korban Kekerasan Seksual Kampus Unud dari LBH Bali - detikNews,Google News,,"<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxPblN1RmNFT3NCcTVKb0pyeFJ3dWM1Q041UVVkbnZxdUNwNHFycVE1dkw1XzhJZ1hTOHFYUTBsclhLVUdJNU1GSDh2QWh4QXdWdjNxSi1lcnpNX1h4aTNNb3BEaldSNnBfTVdCMDBhYVA1TmtpZkt0UEk2OXdVOVFGM1p4VTRobG44aGN0T19Wb1RtOXZ1U0llMmJWbUpQVzRQcTZfZ1JQTGl1dS0zYnfSAbMBQVVfeXFMTnNUQ1FyOFhmejZ2cWlNMDBBOVc2SUdKNkVjWGVRM3FMZk9QOG44ZVdKdWVnMXJLcnlXY1dVeHFQR0Fid01QSmVkMzRkWEtHWEkxU2",https://news.google.com/rss/articles/CBMirgFBVV95cUxPblN1RmNFT3NCcTVKb0pyeFJ3dWM1Q041UVVkbnZxdUNwNHFycVE1dkw1XzhJZ1hTOHFYUTBsclhLVUdJNU1GSDh2QWh4QXdWdjNxSi1lcnpNX1h4aTNNb3BEaldSNnBfTVdCMDBhYVA1TmtpZkt0UEk2OXdVOVFGM1p4VTRobG44aGN0T19Wb1RtOXZ1U0llMmJWbUpQVzRQcTZfZ1JQTGl1dS0zYnfSAbMBQVVfeXFMTnNUQ1FyOFhmejZ2cWlNMDBBOVc2SUdKNkVjWGVRM3FMZk9QOG44ZVdKdWVnMXJLcnlXY1dVeHFQR0Fid01QSmVkMzRkWEtHWEkxU2pqZmhfTmlZSy1YYWhOZTFzYWxFa2tvaGJnSmRrQXBTRmJSbFRDRXprMTNhWXM2aWtoano0RDhoMmJRLXhDNXN4VTRoRlNPUlBXV2RMd2diQzRPUDhMVTc5Y0VfT0M3OE0?oc=5,2021-11-23 08:00:00,,statistik kekerasan seksual universitas,RSS
LBH Bali Catat Ada 42 Korban Kekerasan Seksual di Kampus Unud - detikNews,Google News,,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxQTEhpRUg0Z2JlU1dYQmZGQWk2NXpfMWRFSUtHcXZESVNGMWZxRkxDRGRZT3lJWDAydkNGZTR1eDE3UENEWjdWQXBUTWJYdG82SGxNSjNyUVBXSFhhcnVkalpsY09MZ1RDZS01a05vdXNpb3J2R3BUMlc1Q2ZvcmhFVUUwT2l3aE5iNldkbFR4NG9aNmZQeUZ0SVA0MDdBTlU1dUJN0gGoAUFVX3lxTFBQeVY4UXdyVGp4enlHTjRNWnBFM1FXb1dURkhaZDZIS3NSM3RYN1JLd2k3U0IzOF95alU0TGNjLVhTOFNud3RPV2FielVWTTJZZDhxc3VqNFltVUgyeU",https://news.google.com/rss/articles/CBMiowFBVV95cUxQTEhpRUg0Z2JlU1dYQmZGQWk2NXpfMWRFSUtHcXZESVNGMWZxRkxDRGRZT3lJWDAydkNGZTR1eDE3UENEWjdWQXBUTWJYdG82SGxNSjNyUVBXSFhhcnVkalpsY09MZ1RDZS01a05vdXNpb3J2R3BUMlc1Q2ZvcmhFVUUwT2l3aE5iNldkbFR4NG9aNmZQeUZ0SVA0MDdBTlU1dUJN0gGoAUFVX3lxTFBQeVY4UXdyVGp4enlHTjRNWnBFM1FXb1dURkhaZDZIS3NSM3RYN1JLd2k3U0IzOF95alU0TGNjLVhTOFNud3RPV2FielVWTTJZZDhxc3VqNFltVUgyeUZrLTh0T1Vtc2Q4VGpvWUNOQVRiRC1kZHJZZXR2NDdBYktIMDdUQ0phODY4Tm5oLTAtX3d1OE5LNTI2cFJkcWRXZWxwaXBCUjFWXw?oc=5,2021-11-20 08:00:00,,statistik kekerasan seksual universitas,RSS
Yang Akrab Memang Cipika-Cipiki - Tempo.co,Google News,,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxORkM3dDdHLWRkRFJQU3kybDRZRXVGWGVidEpWcjJNcGJnUG1PNm5za2hiNHlTaXdKR0cteHlBOGJ1eWFfWk9sXzc4Ym9jRldqR2VET2xoX0pEV1g0aXNyYzdPVk9vX2ZhLXdIdnQxNkZyLUJzMER5SmVWUW11NjBYTW42S0liYkZwVG9IdVl2bEZoQQ?oc=5"" target=""_blank"">Yang Akrab Memang Cipika-Cipiki</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tempo.co</font>",https://news.google.com/rss/articles/CBMikgFBVV95cUxORkM3dDdHLWRkRFJQU3kybDRZRXVGWGVidEpWcjJNcGJnUG1PNm5za2hiNHlTaXdKR0cteHlBOGJ1eWFfWk9sXzc4Ym9jRldqR2VET2xoX0pEV1g0aXNyYzdPVk9vX2ZhLXdIdnQxNkZyLUJzMER5SmVWUW11NjBYTW42S0liYkZwVG9IdVl2bEZoQQ?oc=5,2021-11-20 08:00:00,,lonjakan pelecehan seksual mahasiswa,RSS
